,artikelnr:,text:,jci1.0:,jci1.3:,versie:
97,/Hoofdstuk5/Paragraaf2/Artikel96," $ Lid1 :  $  Het Koninkrijk wordt niet in oorlog verklaard dan na voorafgaande toestemming van de Staten-Generaal.  $ Lid2 :  $  De toestemming is niet vereist, wanneer het overleg met de Staten-Generaal ten gevolge van een feitelijk bestaande oorlogstoestand niet mogelijk is gebleken.  $ Lid3 :  $  De Staten-Generaal beraadslagen en besluiten ter zake in verenigde vergadering.  $ Lid4 :  $  Het bepaalde in het eerste en het derde lid is van overeenkomstige toepassing voor een verklaring dat een oorlog beindigd is.",1.0:c:BWBR0001840&artikel=96&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=5&paragraaf=2&artikel=96&z=2018-12-21&g=2018-12-21,21-12-2018
98,/Hoofdstuk5/Paragraaf2/Artikel97," $ Lid1 :  $  Ten behoeve van de verdediging en ter bescherming van de belangen van het Koninkrijk, alsmede ten behoeve van de handhaving en de bevordering van de internationale rechtsorde, is er een krijgsmacht.  $ Lid2 :  $  De regering heeft het oppergezag over de krijgsmacht.",1.0:c:BWBR0001840&artikel=97&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=5&paragraaf=2&artikel=97&z=2018-12-21&g=2018-12-21,21-12-2018
99,/Hoofdstuk5/Paragraaf2/Artikel98, $ Lid1 :  $  De krijgsmacht bestaat uit vrijwillig dienenden en kan mede bestaan uit dienstplichtigen.  $ Lid2 :  $  De wet regelt de verplichte militaire dienst en de bevoegdheid tot opschorting van de oproeping in werkelijke dienst.,1.0:c:BWBR0001840&artikel=98&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=5&paragraaf=2&artikel=98&z=2018-12-21&g=2018-12-21,21-12-2018
100,/Hoofdstuk5/Paragraaf2/Artikel99,De wet regelt vrijstelling van militaire dienst wegens ernstige gewetensbezwaren.,1.0:c:BWBR0001840&artikel=99&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=5&paragraaf=2&artikel=99&z=2018-12-21&g=2018-12-21,21-12-2018
101,/Hoofdstuk5/Paragraaf2/Artikel99a,Volgens bij de wet te stellen regels kunnen plichten worden opgelegd ten behoeve van de civiele verdediging.,1.0:c:BWBR0001840&artikel=99a&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=5&paragraaf=2&artikel=99a&z=2018-12-21&g=2018-12-21,21-12-2018
102,/Hoofdstuk5/Paragraaf2/Artikel100," $ Lid1 :  $  De regering verstrekt de Staten-Generaal vooraf inlichtingen over de inzet of het ter beschikking stellen van de krijgsmacht ter handhaving of bevordering van de internationale rechtsorde. Daaronder is begrepen het vooraf verstrekken van inlichtingen over de inzet of het ter beschikking stellen van de krijgsmacht voor humanitaire hulpverlening in geval van gewapend conflict.  $ Lid2 :  $  Het eerste lid geldt niet, indien dwingende redenen het vooraf verstrekken van inlichtingen verhinderen. In dat geval worden inlichtingen zo spoedig mogelijk verstrekt.",1.0:c:BWBR0001840&artikel=100&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=5&paragraaf=2&artikel=100&z=2018-12-21&g=2018-12-21,21-12-2018
103,/Hoofdstuk5/Paragraaf2/Artikel101,,1.0:c:BWBR0001840&artikel=101&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=5&paragraaf=2&artikel=101&z=2018-12-21&g=2018-12-21,01-11-1995
104,/Hoofdstuk5/Paragraaf2/Artikel102,,1.0:c:BWBR0001840&artikel=102&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=5&paragraaf=2&artikel=102&z=2018-12-21&g=2018-12-21,18-07-2000
105,/Hoofdstuk5/Paragraaf2/Artikel103," $ Lid1 :  $  De wet bepaalt in welke gevallen ter handhaving van de uit- of inwendige veiligheid bij koninklijk besluit een door de wet als zodanig aan te wijzen uitzonderingstoestand kan worden afgekondigd; zij regelt de gevolgen.  $ Lid2 :  $  Daarbij kan worden afgeweken van de grondwetsbepalingen inzake de bevoegdheden van de besturen van provincies, gemeenten, openbare lichamen als bedoeld in  en waterschappen, van de grondrechten geregeld in de , voor zover dit de uitoefening buiten gebouwen en besloten plaatsen van het in dit artikel omschreven recht betreft, , , , , en , alsmede van .artikel 132a Daarbij kan worden afgeweken van de grondwetsbepalingen inzake de bevoegdheden van de besturen van provincies, gemeenten, openbare lichamen als bedoeld in  en waterschappen, van de grondrechten geregeld in de , voor zover dit de uitoefening buiten gebouwen en besloten plaatsen van het in dit artikel omschreven recht betreft, , , , , en , alsmede van .  $ Lid3 :  $  Terstond na de afkondiging van een uitzonderingstoestand en voorts, zolang deze niet bij koninklijk besluit is opgeheven, telkens wanneer zij zulks nodig oordelen beslissen de Staten-Generaal omtrent het voortduren daarvan; zij beraadslagen en besluiten ter zake in verenigde vergadering.",1.0:c:BWBR0001840&artikel=103&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=5&paragraaf=2&artikel=103&z=2018-12-21&g=2018-12-21,21-12-2018
106,/Hoofdstuk5/Paragraaf2/Artikel104,Belastingen van het Rijk worden geheven uit kracht van een wet. Andere heffingen van het Rijk worden bij de wet geregeld.,1.0:c:BWBR0001840&artikel=104&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=5&paragraaf=2&artikel=104&z=2018-12-21&g=2018-12-21,21-12-2018
107,/Hoofdstuk5/Paragraaf2/Artikel105, $ Lid1 :  $  De begroting van de ontvangsten en de uitgaven van het Rijk wordt bij de wet vastgesteld.  $ Lid2 :  $  Jaarlijks worden voorstellen van algemene begrotingswetten door of vanwege de Koning ingediend op het in  bedoelde tijdstip.artikel 65 Jaarlijks worden voorstellen van algemene begrotingswetten door of vanwege de Koning ingediend op het in  bedoelde tijdstip.  $ Lid3 :  $  De verantwoording van de ontvangsten en de uitgaven van het Rijk wordt aan de Staten-Generaal gedaan overeenkomstig de bepalingen van de wet. De door de Algemene Rekenkamer goedgekeurde rekening wordt aan de Staten-Generaal overgelegd.  $ Lid4 :  $  De wet stelt regels omtrent het beheer van de financin van het Rijk.,1.0:c:BWBR0001840&artikel=105&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=5&paragraaf=2&artikel=105&z=2018-12-21&g=2018-12-21,21-12-2018
108,/Hoofdstuk5/Paragraaf2/Artikel106,De wet regelt het geldstelsel.,1.0:c:BWBR0001840&artikel=106&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=5&paragraaf=2&artikel=106&z=2018-12-21&g=2018-12-21,21-12-2018
109,/Hoofdstuk5/Paragraaf2/Artikel107," $ Lid1 :  $  De wet regelt het burgerlijk recht, het strafrecht en het burgerlijk en strafprocesrecht in algemene wetboeken, behoudens de bevoegdheid tot regeling van bepaalde onderwerpen in afzonderlijke wetten.  $ Lid2 :  $  De wet stelt algemene regels van bestuursrecht vast.",1.0:c:BWBR0001840&artikel=107&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=5&paragraaf=2&artikel=107&z=2018-12-21&g=2018-12-21,21-12-2018
110,/Hoofdstuk5/Paragraaf2/Artikel108,,1.0:c:BWBR0001840&artikel=108&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=5&paragraaf=2&artikel=108&z=2018-12-21&g=2018-12-21,25-03-1999
111,/Hoofdstuk5/Paragraaf2/Artikel109,De wet regelt de rechtspositie van de ambtenaren. Zij stelt tevens regels omtrent hun bescherming bij de arbeid en omtrent medezeggenschap.,1.0:c:BWBR0001840&artikel=109&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=5&paragraaf=2&artikel=109&z=2018-12-21&g=2018-12-21,21-12-2018
112,/Hoofdstuk5/Paragraaf2/Artikel110,De overheid betracht bij de uitvoering van haar taak openbaarheid volgens regels bij de wet te stellen.,1.0:c:BWBR0001840&artikel=110&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=5&paragraaf=2&artikel=110&z=2018-12-21&g=2018-12-21,21-12-2018
113,/Hoofdstuk5/Paragraaf2/Artikel111,Ridderorden worden bij de wet ingesteld.,1.0:c:BWBR0001840&artikel=111&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=5&paragraaf=2&artikel=111&z=2018-12-21&g=2018-12-21,21-12-2018
114,/Hoofdstuk6/Artikel112," $ Lid1 :  $  Aan de rechterlijke macht is opgedragen de berechting van geschillen over burgerlijke rechten en over schuldvorderingen.  $ Lid2 :  $  De wet kan de berechting van geschillen die niet uit burgerlijke rechtsbetrekkingen zijn ontstaan, opdragen hetzij aan de rechterlijke macht, hetzij aan gerechten die niet tot de rechterlijke macht behoren. De wet regelt de wijze van behandeling en de gevolgen van de beslissingen.",1.0:c:BWBR0001840&artikel=112&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=6&artikel=112&z=2018-12-21&g=2018-12-21,21-12-2018
115,/Hoofdstuk6/Artikel113, $ Lid1 :  $  Aan de rechterlijke macht is voorts opgedragen de berechting van strafbare feiten.  $ Lid2 :  $  Tuchtrechtspraak door de overheid ingesteld wordt bij de wet geregeld.  $ Lid3 :  $  Een straf van vrijheidsontneming kan uitsluitend door de rechterlijke macht worden opgelegd.  $ Lid4 :  $  Voor berechting buiten Nederland en voor het oorlogsstrafrecht kan de wet afwijkende regels stellen.,1.0:c:BWBR0001840&artikel=113&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=6&artikel=113&z=2018-12-21&g=2018-12-21,21-12-2018
116,/Hoofdstuk6/Artikel114,De doodstraf kan niet worden opgelegd.,1.0:c:BWBR0001840&artikel=114&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=6&artikel=114&z=2018-12-21&g=2018-12-21,21-12-2018
117,/Hoofdstuk6/Artikel115,"Ten aanzien van de in , bedoelde geschillen kan administratief beroep worden opengesteld.artikel 112, tweede lid",1.0:c:BWBR0001840&artikel=115&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=6&artikel=115&z=2018-12-21&g=2018-12-21,21-12-2018
118,/Hoofdstuk6/Artikel116," $ Lid1 :  $  De wet wijst de gerechten aan die behoren tot de rechterlijke macht.  $ Lid2 :  $  De wet regelt de inrichting, samenstelling en bevoegdheid van de rechterlijke macht.  $ Lid3 :  $  De wet kan bepalen, dat aan rechtspraak door de rechterlijke macht mede wordt deelgenomen door personen die niet daartoe behoren.  $ Lid4 :  $  De wet regelt het toezicht door leden van de rechterlijke macht met rechtspraak belast uit te oefenen op de ambtsvervulling door zodanige leden en door de personen bedoeld in het vorige lid.",1.0:c:BWBR0001840&artikel=116&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=6&artikel=116&z=2018-12-21&g=2018-12-21,21-12-2018
119,/Hoofdstuk6/Artikel117," $ Lid1 :  $  De leden van de rechterlijke macht met rechtspraak belast en de procureur-generaal bij de Hoge Raad worden bij koninklijk besluit voor het leven benoemd.  $ Lid2 :  $  Op eigen verzoek en wegens het bereiken van een bij de wet te bepalen leeftijd worden zij ontslagen.  $ Lid3 :  $  In de gevallen bij de wet bepaald kunnen zij door een bij de wet aangewezen, tot de rechterlijke macht behorend gerecht worden geschorst of ontslagen.  $ Lid4 :  $  De wet regelt overigens hun rechtspositie.",1.0:c:BWBR0001840&artikel=117&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=6&artikel=117&z=2018-12-21&g=2018-12-21,21-12-2018
120,/Hoofdstuk6/Artikel118," $ Lid1 :  $  De leden van de Hoge Raad der Nederlanden worden benoemd uit een voordracht van drie personen, opgemaakt door de Tweede Kamer der Staten-Generaal.  $ Lid2 :  $  De Hoge Raad is in de gevallen en binnen de grenzen bij de wet bepaald, belast met de cassatie van rechterlijke uitspraken wegens schending van het recht.  $ Lid3 :  $  Bij de wet kunnen aan de Hoge Raad ook andere taken worden opgedragen.",1.0:c:BWBR0001840&artikel=118&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=6&artikel=118&z=2018-12-21&g=2018-12-21,21-12-2018
121,/Hoofdstuk6/Artikel119,"De leden van de Staten-Generaal, de ministers en de staatssecretarissen staan wegens ambtsmisdrijven in die betrekkingen gepleegd, ook na hun aftreden terecht voor de Hoge Raad. De opdracht tot vervolging wordt gegeven bij koninklijk besluit of bij een besluit van de Tweede Kamer.",1.0:c:BWBR0001840&artikel=119&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=6&artikel=119&z=2018-12-21&g=2018-12-21,21-12-2018
122,/Hoofdstuk6/Artikel120,De rechter treedt niet in de beoordeling van de grondwettigheid van wetten en verdragen.,1.0:c:BWBR0001840&artikel=120&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=6&artikel=120&z=2018-12-21&g=2018-12-21,21-12-2018
123,/Hoofdstuk6/Artikel121,Met uitzondering van de gevallen bij de wet bepaald vinden de terechtzittingen in het openbaar plaats en houden de vonnissen de gronden in waarop zij rusten. De uitspraak geschiedt in het openbaar.,1.0:c:BWBR0001840&artikel=121&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=6&artikel=121&z=2018-12-21&g=2018-12-21,21-12-2018
124,/Hoofdstuk6/Artikel122, $ Lid1 :  $  Gratie wordt verleend bij koninklijk besluit na advies van een bij de wet aangewezen gerecht en met inachtneming van bij of krachtens de wet te stellen voorschriften.  $ Lid2 :  $  Amnestie wordt bij of krachtens de wet verleend.,1.0:c:BWBR0001840&artikel=122&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=6&artikel=122&z=2018-12-21&g=2018-12-21,21-12-2018
125,/Hoofdstuk7/Artikel123, $ Lid1 :  $  Bij de wet kunnen provincies en gemeenten worden opgeheven en nieuwe ingesteld.  $ Lid2 :  $  De wet regelt de wijziging van provinciale en gemeentelijke grenzen.,1.0:c:BWBR0001840&artikel=123&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=7&artikel=123&z=2018-12-21&g=2018-12-21,21-12-2018
126,/Hoofdstuk7/Artikel124, $ Lid1 :  $  Voor provincies en gemeenten wordt de bevoegdheid tot regeling en bestuur inzake hun huishouding aan hun besturen overgelaten.  $ Lid2 :  $  Regeling en bestuur kunnen van de besturen van provincies en gemeenten worden gevorderd bij of krachtens de wet.,1.0:c:BWBR0001840&artikel=124&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=7&artikel=124&z=2018-12-21&g=2018-12-21,21-12-2018
127,/Hoofdstuk7/Artikel125," $ Lid1 :  $  Aan het hoofd van de provincie en de gemeente staan provinciale staten onderscheidenlijk de gemeenteraad. Hun vergaderingen zijn openbaar, behoudens bij de wet te regelen uitzonderingen.  $ Lid2 :  $  Van het bestuur van de provincie maken ook deel uit gedeputeerde staten en de commissaris van de Koning, van het bestuur van de gemeente het college van burgemeester en wethouders en de burgemeester.",1.0:c:BWBR0001840&artikel=125&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=7&artikel=125&z=2018-12-21&g=2018-12-21,21-12-2018
128,/Hoofdstuk7/Artikel126,"Bij de wet kan worden bepaald, dat de commissaris van de Koning wordt belast met de uitvoering van een door de regering te geven ambtsinstructie.",1.0:c:BWBR0001840&artikel=126&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=7&artikel=126&z=2018-12-21&g=2018-12-21,21-12-2018
129,/Hoofdstuk7/Artikel127,"Provinciale staten en de gemeenteraad stellen, behoudens bij de wet of door hen krachtens de wet te bepalen uitzonderingen, de provinciale onderscheidenlijk de gemeentelijke verordeningen vast.",1.0:c:BWBR0001840&artikel=127&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=7&artikel=127&z=2018-12-21&g=2018-12-21,21-12-2018
130,/Hoofdstuk7/Artikel128,"Behoudens in de gevallen bedoeld in , kan de toekenning van bevoegdheden, als bedoeld in , aan andere organen dan die, genoemd in , alleen door provinciale staten onderscheidenlijk de gemeenteraad geschieden.artikel 123",1.0:c:BWBR0001840&artikel=128&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=7&artikel=128&z=2018-12-21&g=2018-12-21,21-12-2018
131,/Hoofdstuk7/Artikel129," $ Lid1 :  $  De leden van provinciale staten en van de gemeenteraad worden rechtstreeks gekozen door de Nederlanders, tevens ingezetenen van de provincie onderscheidenlijk de gemeente, die voldoen aan de vereisten die gelden voor de verkiezing van de Tweede Kamer der Staten-Generaal. Voor het lidmaatschap gelden dezelfde vereisten.  $ Lid2 :  $  De leden worden gekozen op de grondslag van evenredige vertegenwoordiging binnen door de wet te stellen grenzen.  $ Lid3 :  $  De , en  zijn van toepassing.  is van overeenkomstige toepassing.artikelen 53, tweede lid De , en  zijn van toepassing.  is van overeenkomstige toepassing.  $ Lid4 :  $  De zittingsduur van provinciale staten en de gemeenteraad is vier jaren, behoudens bij de wet te bepalen uitzonderingen.  $ Lid5 :  $  De wet bepaalt welke betrekkingen niet gelijktijdig met het lidmaatschap kunnen worden uitgeoefend. De wet kan bepalen, dat beletselen voor het lidmaatschap voortvloeien uit verwantschap of huwelijk en dat het verrichten van bij de wet aangewezen handelingen tot het verlies van het lidmaatschap kan leiden.  $ Lid6 :  $  De leden stemmen zonder last.",1.0:c:BWBR0001840&artikel=129&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=7&artikel=129&z=2018-12-21&g=2018-12-21,21-12-2018
132,/Hoofdstuk7/Artikel130,"De wet kan het recht de leden van de gemeenteraad te kiezen en het recht lid van de gemeenteraad te zijn toekennen aan ingezetenen, die geen Nederlander zijn, mits zij tenminste voldoen aan de vereisten die gelden voor ingezetenen die tevens Nederlander zijn.",1.0:c:BWBR0001840&artikel=130&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=7&artikel=130&z=2018-12-21&g=2018-12-21,21-12-2018
133,/Hoofdstuk7/Artikel131,"De commissaris van de Koning en de burgemeester worden aangesteld, geschorst en ontslagen op een bij de wet te bepalen wijze. Krachtens de wet kunnen nadere regels worden gesteld over de daarbij te volgen procedures.",1.0:c:BWBR0001840&artikel=131&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=7&artikel=131&z=2018-12-21&g=2018-12-21,['21-12-2018']
134,/Hoofdstuk7/Artikel132," $ Lid1 :  $  De wet regelt de inrichting van provincies en gemeenten, alsmede de samenstelling en bevoegdheid van hun besturen.  $ Lid2 :  $  De wet regelt het toezicht op deze besturen.  $ Lid3 :  $  Besluiten van deze besturen kunnen slechts aan voorafgaand toezicht worden onderworpen in bij of krachtens de wet te bepalen gevallen.  $ Lid4 :  $  Vernietiging van besluiten van deze besturen kan alleen geschieden bij koninklijk besluit wegens strijd met het recht of het algemeen belang.  $ Lid5 :  $  De wet regelt de voorzieningen bij in gebreke blijven ten aanzien van regeling en bestuur, gevorderd krachtens . Bij de wet kunnen met afwijking van de  en  voorzieningen worden getroffen voor het geval het bestuur van een provincie of een gemeente zijn taken grovelijk verwaarloost.artikel 124, tweede lid De wet regelt de voorzieningen bij in gebreke blijven ten aanzien van regeling en bestuur, gevorderd krachtens . Bij de wet kunnen met afwijking van de  en  voorzieningen worden getroffen voor het geval het bestuur van een provincie of een gemeente zijn taken grovelijk verwaarloost.  $ Lid6 :  $  De wet bepaalt welke belastingen door de besturen van provincies en gemeenten kunnen worden geheven en regelt hun financile verhouding tot het Rijk.",1.0:c:BWBR0001840&artikel=132&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=7&artikel=132&z=2018-12-21&g=2018-12-21,21-12-2018
135,/Hoofdstuk7/Artikel132a," $ Lid1 :  $  Bij de wet kunnen in het Caribische deel van Nederland andere territoriale openbare lichamen dan provincies en gemeenten worden ingesteld en opgeheven.  $ Lid2 :  $  De ,  en  zijn ten aanzien van deze openbare lichamen van overeenkomstige toepassing.artikelen 124 De ,  en  zijn ten aanzien van deze openbare lichamen van overeenkomstige toepassing.  $ Lid3 :  $  In deze openbare lichamen worden verkiezingen gehouden voor een kiescollege voor de Eerste Kamer.  is van overeenkomstige toepassing.Artikel 129 In deze openbare lichamen worden verkiezingen gehouden voor een kiescollege voor de Eerste Kamer.  is van overeenkomstige toepassing.  $ Lid4 :  $  Voor deze openbare lichamen kunnen regels worden gesteld en andere specifieke maatregelen worden getroffen met het oog op bijzondere omstandigheden waardoor deze openbare lichamen zich wezenlijk onderscheiden van het Europese deel van Nederland.",1.0:c:BWBR0001840&artikel=132a&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=7&artikel=132a&z=2018-12-21&g=2018-12-21,21-12-2018
136,/Hoofdstuk7/Artikel133," $ Lid1 :  $  De opheffing en instelling van waterschappen, de regeling van hun taken en inrichting, alsmede de samenstelling van hun besturen, geschieden volgens bij de wet te stellen regels bij provinciale verordening, voor zover bij of krachtens de wet niet anders is bepaald.  $ Lid2 :  $  De wet regelt de verordenende en andere bevoegdheden van de besturen van de waterschappen, alsmede de openbaarheid van hun vergaderingen.  $ Lid3 :  $  De wet regelt het provinciale en overige toezicht op deze besturen. Vernietiging van besluiten van deze besturen kan alleen geschieden wegens strijd met het recht of het algemeen belang.",1.0:c:BWBR0001840&artikel=133&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=7&artikel=133&z=2018-12-21&g=2018-12-21,21-12-2018
137,/Hoofdstuk7/Artikel134," $ Lid1 :  $  Bij of krachtens de wet kunnen openbare lichamen voor beroep en bedrijf en andere openbare lichamen worden ingesteld en opgeheven.  $ Lid2 :  $  De wet regelt de taken en de inrichting van deze openbare lichamen, de samenstelling en bevoegdheid van hun besturen, alsmede de openbaarheid van hun vergaderingen. Bij of krachtens de wet kan aan hun besturen verordenende bevoegdheid worden verleend.  $ Lid3 :  $  De wet regelt het toezicht op deze besturen. Vernietiging van besluiten van deze besturen kan alleen geschieden wegens strijd met het recht of het algemeen belang.",1.0:c:BWBR0001840&artikel=134&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=7&artikel=134&z=2018-12-21&g=2018-12-21,21-12-2018
138,/Hoofdstuk7/Artikel135,"De wet geeft regels ter voorziening in zaken waarbij twee of meer openbare lichamen zijn betrokken. Daarbij kan in de instelling van een nieuw openbaar lichaam worden voorzien, in welk geval , van toepassing is.artikel 134, tweede en derde lid",1.0:c:BWBR0001840&artikel=135&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=7&artikel=135&z=2018-12-21&g=2018-12-21,21-12-2018
139,/Hoofdstuk7/Artikel136,"De geschillen tussen openbare lichamen worden bij koninklijk besluit beslist, tenzij deze behoren tot de kennisneming van de rechterlijke macht of hun beslissing bij de wet aan anderen is opgedragen.",1.0:c:BWBR0001840&artikel=136&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=7&artikel=136&z=2018-12-21&g=2018-12-21,21-12-2018
140,/Hoofdstuk8/Artikel137," $ Lid1 :  $  De wet verklaart, dat een verandering in de Grondwet, zoals zij die voorstelt, in overweging zal worden genomen.  $ Lid2 :  $  De Tweede Kamer kan, al dan niet op een daartoe door of vanwege de Koning ingediend voorstel, een voorstel voor zodanige wet splitsen.  $ Lid3 :  $  Na de bekendmaking van de wet, bedoeld in het eerste lid, wordt de Tweede Kamer ontbonden.  $ Lid4 :  $  Nadat de nieuwe Tweede Kamer is samengekomen, overwegen beide kamers in tweede lezing het voorstel tot verandering, bedoeld in het eerste lid. Zij kunnen dit alleen aannemen met ten minste twee derden van het aantal uitgebrachte stemmen.  $ Lid5 :  $  De Tweede Kamer kan, al dan niet op een daartoe door of vanwege de Koning ingediend voorstel, met ten minste twee derden van het aantal uitgebrachte stemmen een voorstel tot verandering splitsen.",1.0:c:BWBR0001840&artikel=137&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=8&artikel=137&z=2018-12-21&g=2018-12-21,21-12-2018
141,/Hoofdstuk8/Artikel138," $ Lid1 :  $   $ Onderdeela :  $  de aangenomen voorstellen en de ongewijzigd gebleven bepalingen van de Grondwet voor zoveel nodig aan elkaar worden aangepast;  $ Onderdeelb :  $  de indeling in en de plaats van hoofdstukken, paragrafen en artikelen, alsmede de opschriften worden gewijzigd.  $ Lid2 :  $  Een voorstel van wet, houdende voorzieningen als bedoeld in het eerste lid onder a, kunnen de kamers alleen aannemen met ten minste twee derden van het aantal uitgebrachte stemmen.",1.0:c:BWBR0001840&artikel=138&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=8&artikel=138&z=2018-12-21&g=2018-12-21,21-12-2018
142,/Hoofdstuk8/Artikel139,"De veranderingen in de Grondwet, door de Staten-Generaal aangenomen en door de Koning bekrachtigd, treden terstond in werking, nadat zij zijn bekendgemaakt.",1.0:c:BWBR0001840&artikel=139&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=8&artikel=139&z=2018-12-21&g=2018-12-21,21-12-2018
143,/Hoofdstuk8/Artikel140,"Bestaande wetten en andere regelingen en besluiten die in strijd zijn met een verandering in de Grondwet, blijven gehandhaafd, totdat daarvoor overeenkomstig de Grondwet een voorziening is getroffen.",1.0:c:BWBR0001840&artikel=140&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=8&artikel=140&z=2018-12-21&g=2018-12-21,21-12-2018
144,/Hoofdstuk8/Artikel141,"De tekst van de herziene Grondwet wordt bij koninklijk besluit bekendgemaakt, waarbij hoofdstukken, paragrafen en artikelen kunnen worden vernummerd en verwijzingen dienovereenkomstig kunnen worden veranderd.",1.0:c:BWBR0001840&artikel=141&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=8&artikel=141&z=2018-12-21&g=2018-12-21,21-12-2018
145,/Hoofdstuk8/Artikel142,"De Grondwet kan bij de wet met het  in overeenstemming worden gebracht. De ,  en  zijn van overeenkomstige toepassing.artikelen 139",1.0:c:BWBR0001840&artikel=142&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=8&artikel=142&z=2018-12-21&g=2018-12-21,21-12-2018
146,/Hoofdstuk/ArtikelI,De  en  treden eerst na vier jaar of op een bij of krachtens de wet te bepalen eerder tijdstip in werking.artikelen 57a,1.0:c:BWBR0001840&artikel=I&g=2018-12-21,jci1.3:c:BWBR0001840&artikel=I&z=2018-12-21&g=2018-12-21,21-12-2018
147,/Hoofdstuk/ArtikelII, $ Onderdeel :  $   $ Onderdeela :  $  hij die wegens het begaan van een daartoe bij de wet aangewezen delict bij onherroepelijke rechterlijke uitspraak is veroordeeld tot een vrijheidsstraf van ten minste een jaar en hierbij tevens is ontzet van het kiesrecht;  $ Onderdeelb :  $  hij die krachtens onherroepelijke rechterlijke uitspraak wegens een geestelijke stoornis onbekwaam is rechtshandelingen te verrichten.,1.0:c:BWBR0001840&artikel=II&g=2018-12-21,jci1.3:c:BWBR0001840&artikel=II&z=2018-12-21&g=2018-12-21,21-12-2018
148,/Hoofdstuk/ArtikelIII,,1.0:c:BWBR0001840&artikel=III&g=2018-12-21,jci1.3:c:BWBR0001840&artikel=III&z=2018-12-21&g=2018-12-21,01-11-1995
149,/Hoofdstuk/ArtikelIV,,1.0:c:BWBR0001840&artikel=IV&g=2018-12-21,jci1.3:c:BWBR0001840&artikel=IV&z=2018-12-21&g=2018-12-21,17-11-2017
150,/Hoofdstuk/ArtikelV,,1.0:c:BWBR0001840&artikel=V&g=2018-12-21,jci1.3:c:BWBR0001840&artikel=V&z=2018-12-21&g=2018-12-21,01-11-1995
151,/Hoofdstuk/ArtikelVI,,1.0:c:BWBR0001840&artikel=VI&g=2018-12-21,jci1.3:c:BWBR0001840&artikel=VI&z=2018-12-21&g=2018-12-21,01-11-1995
152,/Hoofdstuk/ArtikelVII,,1.0:c:BWBR0001840&artikel=VII&g=2018-12-21,jci1.3:c:BWBR0001840&artikel=VII&z=2018-12-21&g=2018-12-21,01-11-1995
