,artikelnr:,text:,jci1.0:,jci1.3:,versie:
44,/Hoofdstuk2/Paragraaf2/Artikel45, $ Lid1 :  $  De ministers vormen te zamen de ministerraad.  $ Lid2 :  $  De minister-president is voorzitter van de ministerraad.  $ Lid3 :  $  De ministerraad beraadslaagt en besluit over het algemeen regeringsbeleid en bevordert de eenheid van dat beleid.,1.0:c:BWBR0001840&artikel=45&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=2&paragraaf=2&artikel=45&z=2018-12-21&g=2018-12-21,21-12-2018
45,/Hoofdstuk2/Paragraaf2/Artikel46," $ Lid1 :  $  Bij koninklijk besluit kunnen staatssecretarissen worden benoemd en ontslagen.  $ Lid2 :  $  Een staatssecretaris treedt in de gevallen waarin de minister het nodig acht en met inachtneming van diens aanwijzingen, in zijn plaats als minister op. De staatssecretaris is uit dien hoofde verantwoordelijk, onverminderd de verantwoordelijkheid van de minister.",1.0:c:BWBR0001840&artikel=46&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=2&paragraaf=2&artikel=46&z=2018-12-21&g=2018-12-21,21-12-2018
46,/Hoofdstuk2/Paragraaf2/Artikel47,Alle wetten en koninklijke besluiten worden door de Koning en door een of meer ministers of staatssecretarissen ondertekend.,1.0:c:BWBR0001840&artikel=47&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=2&paragraaf=2&artikel=47&z=2018-12-21&g=2018-12-21,21-12-2018
47,/Hoofdstuk2/Paragraaf2/Artikel48,"Het koninklijk besluit waarbij de minister-president wordt benoemd, wordt mede door hem ondertekend. De koninklijke besluiten waarbij de overige ministers en de staatssecretarissen worden benoemd of ontslagen, worden mede door de minister-president ondertekend.",1.0:c:BWBR0001840&artikel=48&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=2&paragraaf=2&artikel=48&z=2018-12-21&g=2018-12-21,21-12-2018
48,/Hoofdstuk2/Paragraaf2/Artikel49,"Op de wijze bij de wet voorgeschreven leggen de ministers en de staatssecretarissen bij de aanvaarding van hun ambt ten overstaan van de Koning een eed, dan wel verklaring en belofte, van zuivering af en zweren of beloven zij trouw aan de Grondwet en een getrouwe vervulling van hun ambt.",1.0:c:BWBR0001840&artikel=49&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=2&paragraaf=2&artikel=49&z=2018-12-21&g=2018-12-21,21-12-2018
49,/Hoofdstuk3/Paragraaf1/Artikel50,De Staten-Generaal vertegenwoordigen het gehele Nederlandse volk.,1.0:c:BWBR0001840&artikel=50&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=3&paragraaf=1&artikel=50&z=2018-12-21&g=2018-12-21,21-12-2018
50,/Hoofdstuk3/Paragraaf1/Artikel51, $ Lid1 :  $  De Staten-Generaal bestaan uit de Tweede Kamer en de Eerste Kamer.  $ Lid2 :  $  De Tweede Kamer bestaat uit honderdvijftig leden.  $ Lid3 :  $  De Eerste Kamer bestaat uit vijfenzeventig leden.  $ Lid4 :  $  Bij een verenigde vergadering worden de kamers als n beschouwd.,1.0:c:BWBR0001840&artikel=51&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=3&paragraaf=1&artikel=51&z=2018-12-21&g=2018-12-21,21-12-2018
51,/Hoofdstuk3/Paragraaf1/Artikel52," $ Lid1 :  $  De zittingsduur van beide kamers is vier jaren.  $ Lid2 :  $  Indien voor de provinciale staten bij de wet een andere zittingsduur dan vier jaren wordt vastgesteld, wordt daarbij de zittingsduur van de Eerste Kamer in overeenkomstige zin gewijzigd.",1.0:c:BWBR0001840&artikel=52&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=3&paragraaf=1&artikel=52&z=2018-12-21&g=2018-12-21,21-12-2018
52,/Hoofdstuk3/Paragraaf1/Artikel53, $ Lid1 :  $  De leden van beide kamers worden gekozen op de grondslag van evenredige vertegenwoordiging binnen door de wet te stellen grenzen.  $ Lid2 :  $  De verkiezingen worden gehouden bij geheime stemming.,1.0:c:BWBR0001840&artikel=53&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=3&paragraaf=1&artikel=53&z=2018-12-21&g=2018-12-21,21-12-2018
53,/Hoofdstuk3/Paragraaf1/Artikel54," $ Lid1 :  $  De leden van de Tweede Kamer worden rechtstreeks gekozen door de Nederlanders die de leeftijd van achttien jaar hebben bereikt, behoudens bij de wet te bepalen uitzonderingen ten aanzien van Nederlanders die geen ingezetenen zijn.  $ Lid2 :  $  Van het kiesrecht is uitgesloten hij die wegens het begaan van een daartoe bij de wet aangewezen delict bij onherroepelijke rechterlijke uitspraak is veroordeeld tot een vrijheidsstraf van ten minste een jaar en hierbij tevens is ontzet van het kiesrecht.",1.0:c:BWBR0001840&artikel=54&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=3&paragraaf=1&artikel=54&z=2018-12-21&g=2018-12-21,21-12-2018
54,/Hoofdstuk3/Paragraaf1/Artikel55,"De leden van de Eerste Kamer worden gekozen door de leden van provinciale staten en de leden van een kiescollege als bedoeld in . De verkiezing wordt, behoudens in geval van ontbinding der kamer, gehouden binnen drie maanden na de verkiezing van de leden van provinciale staten.artikel 132a, derde lid",1.0:c:BWBR0001840&artikel=55&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=3&paragraaf=1&artikel=55&z=2018-12-21&g=2018-12-21,21-12-2018
55,/Hoofdstuk3/Paragraaf1/Artikel56,"Om lid van de Staten-Generaal te kunnen zijn is vereist dat men Nederlander is, de leeftijd van achttien jaar heeft bereikt en niet is uitgesloten van het kiesrecht.",1.0:c:BWBR0001840&artikel=56&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=3&paragraaf=1&artikel=56&z=2018-12-21&g=2018-12-21,21-12-2018
56,/Hoofdstuk3/Paragraaf1/Artikel57," $ Lid1 :  $  Niemand kan lid van beide kamers zijn.  $ Lid2 :  $  Een lid van de Staten-Generaal kan niet tevens zijn minister, staatssecretaris, lid van de Raad van State, lid van de Algemene Rekenkamer, Nationale ombudsman of substituut-ombudsman, of lid van of procureur-generaal of advocaat-generaal bij de Hoge Raad.  $ Lid3 :  $  Niettemin kan een minister of staatssecretaris, die zijn ambt ter beschikking heeft gesteld, dit ambt verenigen met het lidmaatschap van de Staten-Generaal, totdat omtrent die beschikbaarstelling is beslist.  $ Lid4 :  $  De wet kan ten aanzien van andere openbare betrekkingen bepalen dat zij niet gelijktijdig met het lidmaatschap van de Staten-Generaal of van een der kamers kunnen worden uitgeoefend.",1.0:c:BWBR0001840&artikel=57&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=3&paragraaf=1&artikel=57&z=2018-12-21&g=2018-12-21,21-12-2018
57,/Hoofdstuk3/Paragraaf1/Artikel57a,"De wet regelt de tijdelijke vervanging van een lid van de Staten-Generaal wegens zwangerschap en bevalling, alsmede wegens ziekte.",1.0:c:BWBR0001840&artikel=57a&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=3&paragraaf=1&artikel=57a&z=2018-12-21&g=2018-12-21,21-12-2018
58,/Hoofdstuk3/Paragraaf1/Artikel58,Elke kamer onderzoekt de geloofsbrieven van haar nieuwbenoemde leden en beslist met inachtneming van bij de wet te stellen regels de geschillen welke met betrekking tot de geloofsbrieven of de verkiezing zelf rijzen.,1.0:c:BWBR0001840&artikel=58&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=3&paragraaf=1&artikel=58&z=2018-12-21&g=2018-12-21,21-12-2018
59,/Hoofdstuk3/Paragraaf1/Artikel59,"Alles, wat verder het kiesrecht en de verkiezingen betreft, wordt bij de wet geregeld.",1.0:c:BWBR0001840&artikel=59&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=3&paragraaf=1&artikel=59&z=2018-12-21&g=2018-12-21,21-12-2018
60,/Hoofdstuk3/Paragraaf1/Artikel60,"Op de wijze bij de wet voorgeschreven leggen de leden van de kamers bij de aanvaarding van hun ambt in de vergadering een eed, dan wel verklaring en belofte, van zuivering af en zweren of beloven zij trouw aan de Grondwet en een getrouwe vervulling van hun ambt.",1.0:c:BWBR0001840&artikel=60&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=3&paragraaf=1&artikel=60&z=2018-12-21&g=2018-12-21,21-12-2018
61,/Hoofdstuk3/Paragraaf1/Artikel61, $ Lid1 :  $  Elk der kamers benoemt uit de leden een voorzitter.  $ Lid2 :  $  Elk der kamers benoemt een griffier. Deze en de overige ambtenaren van de kamers kunnen niet tevens lid van de Staten-Generaal zijn.,1.0:c:BWBR0001840&artikel=61&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=3&paragraaf=1&artikel=61&z=2018-12-21&g=2018-12-21,21-12-2018
62,/Hoofdstuk3/Paragraaf1/Artikel62,De voorzitter van de Eerste Kamer heeft de leiding van de verenigde vergadering.,1.0:c:BWBR0001840&artikel=62&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=3&paragraaf=1&artikel=62&z=2018-12-21&g=2018-12-21,21-12-2018
63,/Hoofdstuk3/Paragraaf1/Artikel63,Geldelijke voorzieningen ten behoeve van leden en gewezen leden van de Staten-Generaal en van hun nabestaanden worden bij de wet geregeld. De kamers kunnen een voorstel van wet ter zake alleen aannemen met ten minste twee derden van het aantal uitgebrachte stemmen.,1.0:c:BWBR0001840&artikel=63&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=3&paragraaf=1&artikel=63&z=2018-12-21&g=2018-12-21,21-12-2018
64,/Hoofdstuk3/Paragraaf1/Artikel64, $ Lid1 :  $  Elk der kamers kan bij koninklijk besluit worden ontbonden.  $ Lid2 :  $  Het besluit tot ontbinding houdt tevens de last in tot een nieuwe verkiezing voor de ontbonden kamer en tot het samenkomen van de nieuw gekozen kamer binnen drie maanden.  $ Lid3 :  $  De ontbinding gaat in op de dag waarop de nieuw gekozen kamer samenkomt.  $ Lid4 :  $  De wet stelt de zittingsduur van een na ontbinding optredende Tweede Kamer vast; de termijn mag niet langer zijn dan vijf jaren. De zittingsduur van een na ontbinding optredende Eerste Kamer eindigt op het tijdstip waarop de zittingsduur van de ontbonden kamer zou zijn geindigd.,1.0:c:BWBR0001840&artikel=64&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=3&paragraaf=1&artikel=64&z=2018-12-21&g=2018-12-21,21-12-2018
65,/Hoofdstuk3/Paragraaf2/Artikel65,Jaarlijks op de derde dinsdag van september of op een bij de wet te bepalen eerder tijdstip wordt door of namens de Koning in een verenigde vergadering van de Staten-Generaal een uiteenzetting van het door de regering te voeren beleid gegeven.,1.0:c:BWBR0001840&artikel=65&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=3&paragraaf=2&artikel=65&z=2018-12-21&g=2018-12-21,21-12-2018
66,/Hoofdstuk3/Paragraaf2/Artikel66," $ Lid1 :  $  De vergaderingen van de Staten-Generaal zijn openbaar.  $ Lid2 :  $  De deuren worden gesloten, wanneer een tiende deel van het aantal aanwezige leden het vordert of de voorzitter het nodig oordeelt.  $ Lid3 :  $  Door de kamer, onderscheidenlijk de kamers in verenigde vergadering, wordt vervolgens beslist of met gesloten deuren zal worden beraadslaagd en besloten.",1.0:c:BWBR0001840&artikel=66&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=3&paragraaf=2&artikel=66&z=2018-12-21&g=2018-12-21,21-12-2018
67,/Hoofdstuk3/Paragraaf2/Artikel67," $ Lid1 :  $  De kamers mogen elk afzonderlijk en in verenigde vergadering alleen beraadslagen of besluiten, indien meer dan de helft van het aantal zitting hebbende leden ter vergadering aanwezig is.  $ Lid2 :  $  Besluiten worden genomen bij meerderheid van stemmen.  $ Lid3 :  $  De leden stemmen zonder last.  $ Lid4 :  $  Over zaken wordt mondeling en bij hoofdelijke oproeping gestemd, wanneer n lid dit verlangt.",1.0:c:BWBR0001840&artikel=67&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=3&paragraaf=2&artikel=67&z=2018-12-21&g=2018-12-21,21-12-2018
68,/Hoofdstuk3/Paragraaf2/Artikel68,De ministers en de staatssecretarissen geven de kamers elk afzonderlijk en in verenigde vergadering mondeling of schriftelijk de door een of meer leden verlangde inlichtingen waarvan het verstrekken niet in strijd is met het belang van de staat.,1.0:c:BWBR0001840&artikel=68&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=3&paragraaf=2&artikel=68&z=2018-12-21&g=2018-12-21,21-12-2018
69,/Hoofdstuk3/Paragraaf2/Artikel69," $ Lid1 :  $  De ministers en de staatssecretarissen hebben toegang tot de vergaderingen en kunnen aan de beraadslaging deelnemen.  $ Lid2 :  $  Zij kunnen door de kamers elk afzonderlijk en in verenigde vergadering worden uitgenodigd om ter vergadering aanwezig te zijn.  $ Lid3 :  $  Zij kunnen zich in de vergaderingen doen bijstaan door de personen, daartoe door hen aangewezen.",1.0:c:BWBR0001840&artikel=69&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=3&paragraaf=2&artikel=69&z=2018-12-21&g=2018-12-21,21-12-2018
70,/Hoofdstuk3/Paragraaf2/Artikel70,"Beide kamers hebben, zowel ieder afzonderlijk als in verenigde vergadering, het recht van onderzoek (enqute), te regelen bij de wet.",1.0:c:BWBR0001840&artikel=70&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=3&paragraaf=2&artikel=70&z=2018-12-21&g=2018-12-21,21-12-2018
71,/Hoofdstuk3/Paragraaf2/Artikel71,"De leden van de Staten-Generaal, de ministers, de staatssecretarissen en andere personen die deelnemen aan de beraadslaging, kunnen niet in rechte worden vervolgd of aangesproken voor hetgeen zij in de vergaderingen van de Staten-Generaal of van commissies daaruit hebben gezegd of aan deze schriftelijk hebben overgelegd.",1.0:c:BWBR0001840&artikel=71&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=3&paragraaf=2&artikel=71&z=2018-12-21&g=2018-12-21,21-12-2018
72,/Hoofdstuk3/Paragraaf2/Artikel72,De kamers stellen elk afzonderlijk en in verenigde vergadering een reglement van orde vast.,1.0:c:BWBR0001840&artikel=72&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=3&paragraaf=2&artikel=72&z=2018-12-21&g=2018-12-21,21-12-2018
73,/Hoofdstuk4/Artikel73," $ Lid1 :  $  De Raad van State of een afdeling van de Raad wordt gehoord over voorstellen van wet en ontwerpen van algemene maatregelen van bestuur, alsmede over voorstellen tot goedkeuring van verdragen door de Staten-Generaal. In bij de wet te bepalen gevallen kan het horen achterwege blijven.  $ Lid2 :  $  De Raad of een afdeling van de Raad is belast met het onderzoek van de geschillen van bestuur die bij koninklijk besluit worden beslist en draagt de uitspraak voor.  $ Lid3 :  $  De wet kan aan de Raad of een afdeling van de Raad de uitspraak in geschillen van bestuur opdragen.",1.0:c:BWBR0001840&artikel=73&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=4&artikel=73&z=2018-12-21&g=2018-12-21,21-12-2018
74,/Hoofdstuk4/Artikel74, $ Lid1 :  $  De Koning is voorzitter van de Raad van State. De vermoedelijke opvolger van de Koning heeft na het bereiken van de leeftijd van achttien jaar van rechtswege zitting in de Raad. Bij of krachtens de wet kan aan andere leden van het koninklijk huis zitting in de Raad worden verleend.  $ Lid2 :  $  De leden van de Raad worden bij koninklijk besluit voor het leven benoemd.  $ Lid3 :  $  Op eigen verzoek en wegens het bereiken van een bij de wet te bepalen leeftijd worden zij ontslagen.  $ Lid4 :  $  In de gevallen bij de wet aangewezen kunnen zij door de Raad worden geschorst of ontslagen.  $ Lid5 :  $  De wet regelt overigens hun rechtspositie.,1.0:c:BWBR0001840&artikel=74&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=4&artikel=74&z=2018-12-21&g=2018-12-21,21-12-2018
75,/Hoofdstuk4/Artikel75," $ Lid1 :  $  De wet regelt de inrichting, samenstelling en bevoegdheid van de Raad van State.  $ Lid2 :  $  Bij de wet kunnen aan de Raad of een afdeling van de Raad ook andere taken worden opgedragen.",1.0:c:BWBR0001840&artikel=75&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=4&artikel=75&z=2018-12-21&g=2018-12-21,21-12-2018
76,/Hoofdstuk4/Artikel76,De Algemene Rekenkamer is belast met het onderzoek van de ontvangsten en uitgaven van het Rijk.,1.0:c:BWBR0001840&artikel=76&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=4&artikel=76&z=2018-12-21&g=2018-12-21,21-12-2018
77,/Hoofdstuk4/Artikel77," $ Lid1 :  $  De leden van de Algemene Rekenkamer worden bij koninklijk besluit voor het leven benoemd uit een voordracht van drie personen, opgemaakt door de Tweede Kamer der Staten-Generaal.  $ Lid2 :  $  Op eigen verzoek en wegens het bereiken van een bij de wet te bepalen leeftijd worden zij ontslagen.  $ Lid3 :  $  In de gevallen bij de wet aangewezen kunnen zij door de Hoge Raad worden geschorst of ontslagen.  $ Lid4 :  $  De wet regelt overigens hun rechtspositie.",1.0:c:BWBR0001840&artikel=77&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=4&artikel=77&z=2018-12-21&g=2018-12-21,21-12-2018
78,/Hoofdstuk4/Artikel78," $ Lid1 :  $  De wet regelt de inrichting, samenstelling en bevoegdheid van de Algemene Rekenkamer.  $ Lid2 :  $  Bij de wet kunnen aan de Algemene Rekenkamer ook andere taken worden opgedragen.",1.0:c:BWBR0001840&artikel=78&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=4&artikel=78&z=2018-12-21&g=2018-12-21,21-12-2018
79,/Hoofdstuk4/Artikel78a, $ Lid1 :  $  De Nationale ombudsman verricht op verzoek of uit eigen beweging onderzoek naar gedragingen van bestuursorganen van het Rijk en van andere bij of krachtens de wet aangewezen bestuursorganen.  $ Lid2 :  $  De Nationale ombudsman en een substituut-ombudsman worden voor een bij de wet te bepalen termijn benoemd door de Tweede Kamer der Staten-Generaal. Op eigen verzoek en wegens het bereiken van een bij de wet te bepalen leeftijd worden zij ontslagen. In de gevallen bij de wet aangewezen kunnen zij door de Tweede Kamer der Staten-Generaal worden geschorst of ontslagen. De wet regelt overigens hun rechtspositie.  $ Lid3 :  $  De wet regelt de bevoegdheid en werkwijze van de Nationale ombudsman.  $ Lid4 :  $  Bij of krachtens de wet kunnen aan de Nationale ombudsman ook andere taken worden opgedragen.,1.0:c:BWBR0001840&artikel=78a&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=4&artikel=78a&z=2018-12-21&g=2018-12-21,21-12-2018
80,/Hoofdstuk4/Artikel79," $ Lid1 :  $  Vaste colleges van advies in zaken van wetgeving en bestuur van het Rijk worden ingesteld bij of krachtens de wet.  $ Lid2 :  $  De wet regelt de inrichting, samenstelling en bevoegdheid van deze colleges.  $ Lid3 :  $  Bij of krachtens de wet kunnen aan deze colleges ook andere dan adviserende taken worden opgedragen.",1.0:c:BWBR0001840&artikel=79&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=4&artikel=79&z=2018-12-21&g=2018-12-21,21-12-2018
81,/Hoofdstuk4/Artikel80," $ Lid1 :  $  De adviezen van de in dit hoofdstuk bedoelde colleges worden openbaar gemaakt volgens regels bij de wet te stellen.  $ Lid2 :  $  Adviezen, uitgebracht ter zake van voorstellen van wet die door of vanwege de Koning worden ingediend, worden, behoudens bij de wet te bepalen uitzonderingen, aan de Staten-Generaal overgelegd.",1.0:c:BWBR0001840&artikel=80&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=4&artikel=80&z=2018-12-21&g=2018-12-21,21-12-2018
82,/Hoofdstuk5/Paragraaf1/Artikel81,De vaststelling van wetten geschiedt door de regering en de Staten-Generaal gezamenlijk.,1.0:c:BWBR0001840&artikel=81&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=5&paragraaf=1&artikel=81&z=2018-12-21&g=2018-12-21,21-12-2018
83,/Hoofdstuk5/Paragraaf1/Artikel82," $ Lid1 :  $  Voorstellen van wet kunnen worden ingediend door of vanwege de Koning en door de Tweede Kamer der Staten-Generaal.  $ Lid2 :  $  Voorstellen van wet waarvoor behandeling door de Staten-Generaal in verenigde vergadering is voorgeschreven, kunnen worden ingediend door of vanwege de Koning en, voor zover de betreffende artikelen van  dit toelaten, door de verenigde vergadering.hoofdstuk 2 Voorstellen van wet waarvoor behandeling door de Staten-Generaal in verenigde vergadering is voorgeschreven, kunnen worden ingediend door of vanwege de Koning en, voor zover de betreffende artikelen van  dit toelaten, door de verenigde vergadering.  $ Lid3 :  $  Voorstellen van wet, in te dienen door de Tweede Kamer onderscheidenlijk de verenigde vergadering, worden bij haar door een of meer leden aanhangig gemaakt.",1.0:c:BWBR0001840&artikel=82&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=5&paragraaf=1&artikel=82&z=2018-12-21&g=2018-12-21,21-12-2018
84,/Hoofdstuk5/Paragraaf1/Artikel83,"Voorstellen van wet, ingediend door of vanwege de Koning, worden gezonden aan de Tweede Kamer of, indien daarvoor behandeling door de Staten-Generaal in verenigde vergadering is voorgeschreven, aan deze vergadering.",1.0:c:BWBR0001840&artikel=83&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=5&paragraaf=1&artikel=83&z=2018-12-21&g=2018-12-21,21-12-2018
85,/Hoofdstuk5/Paragraaf1/Artikel84," $ Lid1 :  $  Zolang een voorstel van wet, ingediend door of vanwege de Koning, niet door de Tweede Kamer onderscheidenlijk de verenigde vergadering is aangenomen, kan het door haar, op voorstel van een of meer leden, en vanwege de regering worden gewijzigd.  $ Lid2 :  $  Zolang de Tweede Kamer onderscheidenlijk de verenigde vergadering een door haar in te dienen voorstel van wet niet heeft aangenomen, kan het door haar, op voorstel van een of meer leden, en door het lid of de leden door wie het aanhangig is gemaakt, worden gewijzigd.",1.0:c:BWBR0001840&artikel=84&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=5&paragraaf=1&artikel=84&z=2018-12-21&g=2018-12-21,21-12-2018
86,/Hoofdstuk5/Paragraaf1/Artikel85,"Zodra de Tweede Kamer een voorstel van wet heeft aangenomen of tot indiening van een voorstel heeft besloten, zendt zij het aan de Eerste Kamer, die het voorstel overweegt zoals het door de Tweede Kamer aan haar is gezonden. De Tweede Kamer kan een of meer van haar leden opdragen een door haar ingediend voorstel in de Eerste Kamer te verdedigen.",1.0:c:BWBR0001840&artikel=85&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=5&paragraaf=1&artikel=85&z=2018-12-21&g=2018-12-21,21-12-2018
87,/Hoofdstuk5/Paragraaf1/Artikel86," $ Lid1 :  $  Zolang een voorstel van wet niet door de Staten-Generaal is aangenomen, kan het door of vanwege de indiener worden ingetrokken.  $ Lid2 :  $  Zolang de Tweede Kamer onderscheidenlijk de verenigde vergadering een door haar in te dienen voorstel van wet niet heeft aangenomen, kan het door het lid of de leden door wie het aanhangig is gemaakt, worden ingetrokken.",1.0:c:BWBR0001840&artikel=86&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=5&paragraaf=1&artikel=86&z=2018-12-21&g=2018-12-21,21-12-2018
88,/Hoofdstuk5/Paragraaf1/Artikel87," $ Lid1 :  $  Een voorstel wordt wet, zodra het door de Staten-Generaal is aangenomen en door de Koning is bekrachtigd.  $ Lid2 :  $  De Koning en de Staten-Generaal geven elkaar kennis van hun besluit omtrent enig voorstel van wet.",1.0:c:BWBR0001840&artikel=87&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=5&paragraaf=1&artikel=87&z=2018-12-21&g=2018-12-21,21-12-2018
89,/Hoofdstuk5/Paragraaf1/Artikel88,De wet regelt de bekendmaking en de inwerkingtreding van de wetten. Zij treden niet in werking voordat zij zijn bekendgemaakt.,1.0:c:BWBR0001840&artikel=88&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=5&paragraaf=1&artikel=88&z=2018-12-21&g=2018-12-21,21-12-2018
90,/Hoofdstuk5/Paragraaf1/Artikel89," $ Lid1 :  $  Algemene maatregelen van bestuur worden bij koninklijk besluit vastgesteld.  $ Lid2 :  $  Voorschriften, door straffen te handhaven, worden daarin alleen gegeven krachtens de wet. De wet bepaalt de op te leggen straffen.  $ Lid3 :  $  De wet regelt de bekendmaking en de inwerkingtreding van de algemene maatregelen van bestuur. Zij treden niet in werking voordat zij zijn bekendgemaakt.  $ Lid4 :  $  Het tweede en derde lid zijn van overeenkomstige toepassing op andere vanwege het Rijk vastgestelde algemeen verbindende voorschriften.",1.0:c:BWBR0001840&artikel=89&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=5&paragraaf=1&artikel=89&z=2018-12-21&g=2018-12-21,21-12-2018
91,/Hoofdstuk5/Paragraaf2/Artikel90,De regering bevordert de ontwikkeling van de internationale rechtsorde.,1.0:c:BWBR0001840&artikel=90&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=5&paragraaf=2&artikel=90&z=2018-12-21&g=2018-12-21,21-12-2018
92,/Hoofdstuk5/Paragraaf2/Artikel91," $ Lid1 :  $  Het Koninkrijk wordt niet aan verdragen gebonden en deze worden niet opgezegd zonder voorafgaande goedkeuring van de Staten-Generaal. De wet bepaalt de gevallen waarin geen goedkeuring is vereist.  $ Lid2 :  $  De wet bepaalt de wijze waarop de goedkeuring wordt verleend en kan voorzien in stilzwijgende goedkeuring.  $ Lid3 :  $  Indien een verdrag bepalingen bevat welke afwijken van de Grondwet dan wel tot zodanig afwijken noodzaken, kunnen de kamers de goedkeuring alleen verlenen met ten minste twee derden van het aantal uitgebrachte stemmen.",1.0:c:BWBR0001840&artikel=91&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=5&paragraaf=2&artikel=91&z=2018-12-21&g=2018-12-21,21-12-2018
93,/Hoofdstuk5/Paragraaf2/Artikel92,"Met inachtneming, zo nodig, van het bepaalde in , kunnen bij of krachtens verdrag aan volkenrechtelijke organisaties bevoegdheden tot wetgeving, bestuur en rechtspraak worden opgedragen.artikel 91, derde lid",1.0:c:BWBR0001840&artikel=92&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=5&paragraaf=2&artikel=92&z=2018-12-21&g=2018-12-21,21-12-2018
94,/Hoofdstuk5/Paragraaf2/Artikel93,"Bepalingen van verdragen en van besluiten van volkenrechtelijke organisaties, die naar haar inhoud een ieder kunnen verbinden, hebben verbindende kracht nadat zij zijn bekendgemaakt.",1.0:c:BWBR0001840&artikel=93&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=5&paragraaf=2&artikel=93&z=2018-12-21&g=2018-12-21,21-12-2018
95,/Hoofdstuk5/Paragraaf2/Artikel94,"Binnen het Koninkrijk geldende wettelijke voorschriften vinden geen toepassing, indien deze toepassing niet verenigbaar is met een ieder verbindende bepalingen van verdragen en van besluiten van volkenrechtelijke organisaties.",1.0:c:BWBR0001840&artikel=94&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=5&paragraaf=2&artikel=94&z=2018-12-21&g=2018-12-21,21-12-2018
96,/Hoofdstuk5/Paragraaf2/Artikel95,De wet geeft regels omtrent de bekendmaking van verdragen en besluiten van volkenrechtelijke organisaties.,1.0:c:BWBR0001840&artikel=95&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=5&paragraaf=2&artikel=95&z=2018-12-21&g=2018-12-21,21-12-2018
