,artikelnr:,text:,jci1.0:,jci1.3:,versie:,tags,verbs
74,/Hoofdstuk4/Artikel74, $ Lid1 :  $  De Koning is voorzitter van de Raad van State. De vermoedelijke opvolger van de Koning heeft na het bereiken van de leeftijd van achttien jaar van rechtswege zitting in de Raad. Bij of krachtens de wet kan aan andere leden van het koninklijk huis zitting in de Raad worden verleend.  $ Lid2 :  $  De leden van de Raad worden bij koninklijk besluit voor het leven benoemd.  $ Lid3 :  $  Op eigen verzoek en wegens het bereiken van een bij de wet te bepalen leeftijd worden zij ontslagen.  $ Lid4 :  $  In de gevallen bij de wet aangewezen kunnen zij door de Raad worden geschorst of ontslagen.  $ Lid5 :  $  De wet regelt overigens hun rechtspositie.,1.0:c:BWBR0001840&artikel=74&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=4&artikel=74&z=2018-12-21&g=2018-12-21,21-12-2018,"[['NP', ('$', 'CD'), ('Lid1', 'NNP')], ['NP', ('$', 'CD'), ('De', 'NNP'), ('Koning', 'NNP')], ['VP', ('is', 'MD')], ['NP', ('voorzitter', 'NN')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('Raad', 'NNP')], ['PP', ('van', 'IN')], ['NP', ('State', 'NNP')], ['NP', ('De', 'DT'), ('vermoedelijke', 'JJ'), ('opvolger', 'NN')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('Koning', 'NNP')], ['VP', ('heeft', 'VBZ')], ['PP', ('na', 'IN')], ['VP', ('bereiken', 'VB')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('leeftijd', 'NN')], ['PP', ('van', 'IN')], ['NP', ('achttien', 'CD'), ('jaar', 'NN')], ['PP', ('van', 'IN')], ['NP', ('rechtswege', 'NN'), ('zitting', 'NN')], ['PP', ('in', 'IN')], ['NP', ('de', 'DT'), ('Raad', 'NNP')], ['PP', ('Bij', 'IN')], ['PP', ('krachtens', 'IN')], ['NP', ('de', 'DT'), ('wet', 'NN')], ['VP', ('kan', 'MD')], ['PP', ('aan', 'IN')], ['NP', ('andere', 'PRP'), ('leden', 'NNS')], ['PP', ('van', 'IN')], ['NP', ('het', 'DT'), ('koninklijk', 'NN'), ('huis', 'NN'), ('zitting', 'NN')], ['PP', ('in', 'IN')], ['NP', ('de', 'DT'), ('Raad', 'NNP')], ['VP', ('worden', 'MD'), ('verleend', 'VBN')], ['NP', ('$', 'CD'), ('Lid2', 'NNP')], ['NP', ('$', 'CD'), ('De', 'DT'), ('leden', 'NNS')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('Raad', 'NNP')], ['VP', ('worden', 'MD')], ['PP', ('bij', 'IN')], ['NP', ('koninklijk', 'JJ'), ('besluit', 'NN')], ['PP', ('voor', 'IN')], ['NP', ('het', 'DT'), ('leven', 'NN')], ['VP', ('benoemd', 'VBN')], ['NP', ('$', 'CD'), ('Lid3', 'NNP')], ['PP', ('Op', 'IN')], ['NP', ('eigen', 'PRP'), ('verzoek', 'NN')], ['PP', ('wegens', 'IN')], ['VP', ('bereiken', 'VB')], ['PP', ('van', 'IN')], ['PP', ('bij', 'IN')], ['NP', ('de', 'DT'), ('wet', 'NN')], ['VP', ('te', 'TO'), ('bepalen', 'VB')], ['NP', ('leeftijd', 'NN')], ['VP', ('worden', 'MD')], ['NP', ('zij', 'PRP')], ['VP', ('ontslagen', 'VBN')], ['NP', ('$', 'CD'), ('Lid4', 'NNP')], ['PP', ('In', 'IN')], ['NP', ('de', 'DT'), ('gevallen', 'NNS')], ['PP', ('bij', 'IN')], ['NP', ('de', 'DT'), ('wet', 'NN')], ['VP', ('aangewezen', 'VBN')], ['VP', ('kunnen', 'MD')], ['NP', ('zij', 'PRP')], ['PP', ('door', 'IN')], ['NP', ('de', 'DT'), ('Raad', 'NNP')], ['VP', ('worden', 'MD'), ('geschorst', 'VBN')], ['VP', ('ontslagen', 'VBN')], ['NP', ('$', 'CD'), ('Lid5', 'NNP')], ['NP', ('$', 'CD'), ('De', 'DT'), ('wet', 'NN')], ['VP', ('regelt', 'VBZ')], ['ADVP', ('overigens', 'RB')], ['NP', ('hun', 'PRP$'), ('rechtspositie', 'NN')]]","{'hebben': 'heeft', 'bereiken': 'bereiken', 'verlenen': 'verleend', 'benoemen': 'benoemd', 'bepalen': 'bepalen', 'ontslaan': 'ontslagen', 'aanwijzen': 'aangewezen', 'schorsen': 'geschorst', 'regelen': 'regelt'}"
75,/Hoofdstuk4/Artikel75," $ Lid1 :  $  De wet regelt de inrichting, samenstelling en bevoegdheid van de Raad van State.  $ Lid2 :  $  Bij de wet kunnen aan de Raad of een afdeling van de Raad ook andere taken worden opgedragen.",1.0:c:BWBR0001840&artikel=75&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=4&artikel=75&z=2018-12-21&g=2018-12-21,21-12-2018,"[['NP', ('$', 'CD'), ('Lid1', 'NNP')], ['NP', ('$', 'CD'), ('De', 'DT'), ('wet', 'NN')], ['VP', ('regelt', 'VBZ')], ['NP', ('de', 'DT'), ('inrichting', 'NN')], ['NP', ('samenstelling', 'NN'), ('en', 'CC'), ('bevoegdheid', 'NN')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('Raad', 'NNP')], ['PP', ('van', 'IN')], ['NP', ('State', 'NNP')], ['NP', ('$', 'CD'), ('Lid2', 'NNP')], ['PP', ('Bij', 'IN')], ['NP', ('de', 'DT'), ('wet', 'NN')], ['VP', ('kunnen', 'MD')], ['PP', ('aan', 'IN')], ['NP', ('de', 'DT'), ('Raad', 'NNP')], ['NP', ('een', 'DT'), ('afdeling', 'NN')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('Raad', 'NNP')], ['ADVP', ('ook', 'RB')], ['NP', ('andere', 'PRP'), ('taken', 'NNS')], ['VP', ('worden', 'MD'), ('opgedragen', 'VBN')]]","{'regelen': 'regelt', 'opdragen': 'opgedragen'}"
76,/Hoofdstuk4/Artikel76,De Algemene Rekenkamer is belast met het onderzoek van de ontvangsten en uitgaven van het Rijk.,1.0:c:BWBR0001840&artikel=76&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=4&artikel=76&z=2018-12-21&g=2018-12-21,21-12-2018,"[['NP', ('De', 'DT'), ('Algemene', 'NNP'), ('Rekenkamer', 'NNP')], ['VP', ('is', 'MD')], ['ADJP', ('belast', 'JJ')], ['PP', ('met', 'IN')], ['NP', ('het', 'DT'), ('onderzoek', 'NN')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('ontvangsten', 'NNS')], ['NP', ('uitgaven', 'NNS')], ['PP', ('van', 'IN')], ['NP', ('het', 'DT'), ('Rijk', 'NNP')]]",{}
77,/Hoofdstuk4/Artikel77," $ Lid1 :  $  De leden van de Algemene Rekenkamer worden bij koninklijk besluit voor het leven benoemd uit een voordracht van drie personen, opgemaakt door de Tweede Kamer der Staten-Generaal.  $ Lid2 :  $  Op eigen verzoek en wegens het bereiken van een bij de wet te bepalen leeftijd worden zij ontslagen.  $ Lid3 :  $  In de gevallen bij de wet aangewezen kunnen zij door de Hoge Raad worden geschorst of ontslagen.  $ Lid4 :  $  De wet regelt overigens hun rechtspositie.",1.0:c:BWBR0001840&artikel=77&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=4&artikel=77&z=2018-12-21&g=2018-12-21,21-12-2018,"[['NP', ('$', 'CD'), ('Lid1', 'NNP')], ['NP', ('$', 'CD'), ('De', 'DT'), ('leden', 'NNS')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('Algemene', 'NNP'), ('Rekenkamer', 'NNP')], ['VP', ('worden', 'MD')], ['PP', ('bij', 'IN')], ['NP', ('koninklijk', 'JJ'), ('besluit', 'NN')], ['PP', ('voor', 'IN')], ['NP', ('het', 'DT'), ('leven', 'NN')], ['VP', ('benoemd', 'VBN')], ['PP', ('uit', 'IN')], ['NP', ('een', 'DT'), ('voordracht', 'NN')], ['PP', ('van', 'IN')], ['NP', ('drie', 'CD'), ('personen', 'NNS')], ['VP', ('opgemaakt', 'VBN')], ['PP', ('door', 'IN')], ['NP', ('de', 'DT'), ('Tweede', 'NNP'), ('Kamer', 'NNP'), ('der', 'NNP'), ('Staten-Generaal', 'NNP')], ['NP', ('$', 'CD'), ('Lid2', 'NNP')], ['PP', ('Op', 'IN')], ['NP', ('eigen', 'PRP'), ('verzoek', 'NN')], ['PP', ('wegens', 'IN')], ['VP', ('bereiken', 'VB')], ['PP', ('van', 'IN')], ['PP', ('bij', 'IN')], ['NP', ('de', 'DT'), ('wet', 'NN')], ['VP', ('te', 'TO'), ('bepalen', 'VB')], ['NP', ('leeftijd', 'NN')], ['VP', ('worden', 'MD')], ['NP', ('zij', 'PRP')], ['VP', ('ontslagen', 'VBN')], ['NP', ('$', 'CD'), ('Lid3', 'NNP')], ['PP', ('In', 'IN')], ['NP', ('de', 'DT'), ('gevallen', 'NNS')], ['PP', ('bij', 'IN')], ['NP', ('de', 'DT'), ('wet', 'NN')], ['VP', ('aangewezen', 'VBN')], ['VP', ('kunnen', 'MD')], ['NP', ('zij', 'PRP')], ['PP', ('door', 'IN')], ['NP', ('de', 'DT'), ('Hoge', 'JJ'), ('Raad', 'NNP')], ['VP', ('worden', 'MD'), ('geschorst', 'VBN')], ['VP', ('ontslagen', 'VBN')], ['NP', ('$', 'CD'), ('Lid4', 'NNP')], ['NP', ('$', 'CD'), ('De', 'DT'), ('wet', 'NN')], ['VP', ('regelt', 'VBZ')], ['ADVP', ('overigens', 'RB')], ['NP', ('hun', 'PRP$'), ('rechtspositie', 'NN')]]","{'benoemen': 'benoemd', 'opmaken': 'opgemaakt', 'bereiken': 'bereiken', 'bepalen': 'bepalen', 'ontslaan': 'ontslagen', 'aanwijzen': 'aangewezen', 'schorsen': 'geschorst', 'regelen': 'regelt'}"
78,/Hoofdstuk4/Artikel78," $ Lid1 :  $  De wet regelt de inrichting, samenstelling en bevoegdheid van de Algemene Rekenkamer.  $ Lid2 :  $  Bij de wet kunnen aan de Algemene Rekenkamer ook andere taken worden opgedragen.",1.0:c:BWBR0001840&artikel=78&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=4&artikel=78&z=2018-12-21&g=2018-12-21,21-12-2018,"[['NP', ('$', 'CD'), ('Lid1', 'NNP')], ['NP', ('$', 'CD'), ('De', 'DT'), ('wet', 'NN')], ['VP', ('regelt', 'VBZ')], ['NP', ('de', 'DT'), ('inrichting', 'NN')], ['NP', ('samenstelling', 'NN'), ('en', 'CC'), ('bevoegdheid', 'NN')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('Algemene', 'NNP'), ('Rekenkamer', 'NNP')], ['NP', ('$', 'CD'), ('Lid2', 'NNP')], ['PP', ('Bij', 'IN')], ['NP', ('de', 'DT'), ('wet', 'NN')], ['VP', ('kunnen', 'MD')], ['PP', ('aan', 'IN')], ['NP', ('de', 'DT'), ('Algemene', 'NNP'), ('Rekenkamer', 'NNP')], ['ADVP', ('ook', 'RB')], ['NP', ('andere', 'PRP'), ('taken', 'NNS')], ['VP', ('worden', 'MD'), ('opgedragen', 'VBN')]]","{'regelen': 'regelt', 'opdragen': 'opgedragen'}"
79,/Hoofdstuk4/Artikel78a, $ Lid1 :  $  De Nationale ombudsman verricht op verzoek of uit eigen beweging onderzoek naar gedragingen van bestuursorganen van het Rijk en van andere bij of krachtens de wet aangewezen bestuursorganen.  $ Lid2 :  $  De Nationale ombudsman en een substituut-ombudsman worden voor een bij de wet te bepalen termijn benoemd door de Tweede Kamer der Staten-Generaal. Op eigen verzoek en wegens het bereiken van een bij de wet te bepalen leeftijd worden zij ontslagen. In de gevallen bij de wet aangewezen kunnen zij door de Tweede Kamer der Staten-Generaal worden geschorst of ontslagen. De wet regelt overigens hun rechtspositie.  $ Lid3 :  $  De wet regelt de bevoegdheid en werkwijze van de Nationale ombudsman.  $ Lid4 :  $  Bij of krachtens de wet kunnen aan de Nationale ombudsman ook andere taken worden opgedragen.,1.0:c:BWBR0001840&artikel=78a&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=4&artikel=78a&z=2018-12-21&g=2018-12-21,21-12-2018,"[['NP', ('$', 'CD'), ('Lid1', 'NNP')], ['NP', ('$', 'CD'), ('De', 'DT'), ('Nationale', 'NNP'), ('ombudsman', 'NN')], ['VP', ('verricht', 'VBN')], ['PP', ('op', 'IN')], ['NP', ('verzoek', 'NN')], ['PP', ('uit', 'IN')], ['NP', ('eigen', 'PRP'), ('beweging', 'NN'), ('onderzoek', 'NN')], ['PP', ('naar', 'IN')], ['NP', ('gedragingen', 'NNS')], ['PP', ('van', 'IN')], ['NP', ('bestuursorganen', 'NNS')], ['PP', ('van', 'IN')], ['NP', ('het', 'DT'), ('Rijk', 'NNP')], ['PP', ('van', 'IN')], ['NP', ('andere', 'PRP')], ['PP', ('bij', 'IN')], ['PP', ('krachtens', 'IN')], ['NP', ('de', 'DT'), ('wet', 'NN')], ['VP', ('aangewezen', 'VBN')], ['NP', ('bestuursorganen', 'NNS')], ['NP', ('$', 'CD'), ('Lid2', 'NNP')], ['NP', ('$', 'CD'), ('De', 'DT'), ('Nationale', 'NNP'), ('ombudsman', 'NN')], ['NP', ('een', 'DT'), ('substituut-ombudsman', 'NN')], ['VP', ('worden', 'MD')], ['PP', ('voor', 'IN')], ['PP', ('bij', 'IN')], ['NP', ('de', 'DT'), ('wet', 'NN')], ['VP', ('te', 'TO'), ('bepalen', 'VB')], ['NP', ('termijn', 'NN')], ['VP', ('benoemd', 'VBN')], ['PP', ('door', 'IN')], ['NP', ('de', 'DT'), ('Tweede', 'NNP'), ('Kamer', 'NNP'), ('der', 'NNP'), ('Staten-Generaal', 'NNP')], ['PP', ('Op', 'IN')], ['NP', ('eigen', 'PRP'), ('verzoek', 'NN')], ['PP', ('wegens', 'IN')], ['VP', ('bereiken', 'VB')], ['PP', ('van', 'IN')], ['PP', ('bij', 'IN')], ['NP', ('de', 'DT'), ('wet', 'NN')], ['VP', ('te', 'TO'), ('bepalen', 'VB')], ['NP', ('leeftijd', 'NN')], ['VP', ('worden', 'MD')], ['NP', ('zij', 'PRP')], ['VP', ('ontslagen', 'VBN')], ['PP', ('In', 'IN')], ['NP', ('de', 'DT'), ('gevallen', 'NNS')], ['PP', ('bij', 'IN')], ['NP', ('de', 'DT'), ('wet', 'NN')], ['VP', ('aangewezen', 'VBN')], ['VP', ('kunnen', 'MD')], ['NP', ('zij', 'PRP')], ['PP', ('door', 'IN')], ['NP', ('de', 'DT'), ('Tweede', 'NNP'), ('Kamer', 'NNP'), ('der', 'NNP'), ('Staten-Generaal', 'NNP')], ['VP', ('worden', 'MD'), ('geschorst', 'VBN')], ['VP', ('ontslagen', 'VBN')], ['NP', ('De', 'DT'), ('wet', 'NN')], ['VP', ('regelt', 'VBZ')], ['ADVP', ('overigens', 'RB')], ['NP', ('hun', 'PRP$'), ('rechtspositie', 'NN')], ['NP', ('$', 'CD'), ('Lid3', 'NNP')], ['NP', ('$', 'CD'), ('De', 'DT'), ('wet', 'NN')], ['VP', ('regelt', 'VBZ')], ['NP', ('de', 'DT'), ('bevoegdheid', 'NN')], ['NP', ('werkwijze', 'NN')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('Nationale', 'NNP'), ('ombudsman', 'NN')], ['NP', ('$', 'CD'), ('Lid4', 'NNP')], ['PP', ('Bij', 'IN')], ['PP', ('krachtens', 'IN')], ['NP', ('de', 'DT'), ('wet', 'NN')], ['VP', ('kunnen', 'MD')], ['PP', ('aan', 'IN')], ['NP', ('de', 'DT'), ('Nationale', 'NNP'), ('ombudsman', 'NN')], ['ADVP', ('ook', 'RB')], ['NP', ('andere', 'PRP'), ('taken', 'NNS')], ['VP', ('worden', 'MD'), ('opgedragen', 'VBN')]]","{'verrichten': 'verricht', 'aanwijzen': 'aangewezen', 'bepalen': 'bepalen', 'benoemen': 'benoemd', 'bereiken': 'bereiken', 'ontslaan': 'ontslagen', 'schorsen': 'geschorst', 'regelen': 'regelt', 'opdragen': 'opgedragen'}"
80,/Hoofdstuk4/Artikel79," $ Lid1 :  $  Vaste colleges van advies in zaken van wetgeving en bestuur van het Rijk worden ingesteld bij of krachtens de wet.  $ Lid2 :  $  De wet regelt de inrichting, samenstelling en bevoegdheid van deze colleges.  $ Lid3 :  $  Bij of krachtens de wet kunnen aan deze colleges ook andere dan adviserende taken worden opgedragen.",1.0:c:BWBR0001840&artikel=79&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=4&artikel=79&z=2018-12-21&g=2018-12-21,21-12-2018,"[['NP', ('$', 'CD'), ('Lid1', 'NNP')], ['NP', ('$', 'CD'), ('Vaste', 'JJ'), ('colleges', 'NNS')], ['PP', ('van', 'IN')], ['NP', ('advies', 'NN')], ['PP', ('in', 'IN')], ['NP', ('zaken', 'NNS')], ['PP', ('van', 'IN')], ['NP', ('wetgeving', 'NN'), ('en', 'CC'), ('bestuur', 'NN')], ['PP', ('van', 'IN')], ['NP', ('het', 'DT'), ('Rijk', 'NN')], ['VP', ('worden', 'MD'), ('ingesteld', 'VBN')], ['PP', ('bij', 'IN')], ['PP', ('krachtens', 'IN')], ['NP', ('de', 'DT'), ('wet', 'NN')], ['NP', ('$', 'CD'), ('Lid2', 'NNP')], ['NP', ('$', 'CD'), ('De', 'DT'), ('wet', 'NN')], ['VP', ('regelt', 'VBZ')], ['NP', ('de', 'DT'), ('inrichting', 'NN')], ['NP', ('samenstelling', 'NN'), ('en', 'CC'), ('bevoegdheid', 'NN')], ['VP', ('van', 'VB')], ['NP', ('deze', 'PRP'), ('colleges', 'NNS')], ['NP', ('$', 'CD'), ('Lid3', 'NNP')], ['PP', ('Bij', 'IN')], ['PP', ('krachtens', 'IN')], ['NP', ('de', 'DT'), ('wet', 'NN')], ['VP', ('kunnen', 'MD'), ('aan', 'VB')], ['NP', ('deze', 'PRP'), ('colleges', 'NNS'), ('ook', 'RB'), ('andere', 'PRP')], ['VP', ('dan', 'RB'), ('adviserende', 'VBG')], ['NP', ('taken', 'NNS')], ['VP', ('worden', 'MD'), ('opgedragen', 'VBN')]]","{'instellen': 'ingesteld', 'regelen': 'regelt', 'vannen': 'van', 'anen': 'aan', 'adviserennen': 'adviserende', 'opdragen': 'opgedragen'}"
81,/Hoofdstuk4/Artikel80," $ Lid1 :  $  De adviezen van de in dit hoofdstuk bedoelde colleges worden openbaar gemaakt volgens regels bij de wet te stellen.  $ Lid2 :  $  Adviezen, uitgebracht ter zake van voorstellen van wet die door of vanwege de Koning worden ingediend, worden, behoudens bij de wet te bepalen uitzonderingen, aan de Staten-Generaal overgelegd.",1.0:c:BWBR0001840&artikel=80&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=4&artikel=80&z=2018-12-21&g=2018-12-21,21-12-2018,"[['NP', ('$', 'CD'), ('Lid1', 'NNP')], ['NP', ('$', 'CD'), ('De', 'DT'), ('adviezen', 'NNS')], ['PP', ('van', 'IN')], ['VP', ('in', 'VB')], ['NP', ('dit', 'PRP')], ['ADJP', ('hoofdstuk', 'JJ')], ['VP', ('bedoelde', 'VBN')], ['NP', ('colleges', 'NNS')], ['VP', ('worden', 'MD')], ['ADJP', ('openbaar', 'JJ')], ['VP', ('gemaakt', 'VBN')], ['PP', ('volgens', 'IN')], ['NP', ('regels', 'NNS')], ['PP', ('bij', 'IN')], ['NP', ('de', 'DT'), ('wet', 'NN')], ['VP', ('te', 'TO'), ('stellen', 'VB')], ['NP', ('$', 'CD'), ('Lid2', 'NNP')], ['NP', ('$', 'CD'), ('Adviezen', 'NNP')], ['VP', ('uitgebracht', 'VBN')], ['PP', ('ter', 'IN')], ['NP', ('zake', 'NN')], ['VP', ('voorstellen', 'VB')], ['PP', ('van', 'IN')], ['NP', ('wet', 'NN'), ('die', 'PRP')], ['PP', ('door', 'IN')], ['PP', ('vanwege', 'IN')], ['NP', ('de', 'DT'), ('Koning', 'NN')], ['VP', ('worden', 'MD'), ('ingediend', 'VBN')], ['VP', ('worden', 'MD')], ['PP', ('bij', 'IN')], ['NP', ('de', 'DT'), ('wet', 'NN')], ['VP', ('te', 'TO'), ('bepalen', 'VB')], ['NP', ('uitzonderingen', 'NNS')], ['PP', ('aan', 'IN')], ['NP', ('de', 'DT'), ('Staten-Generaal', 'NNP')], ['VP', ('overgelegd', 'VBN')]]","{'innen': 'in', 'bedoelen': 'bedoelde', 'maken': 'gemaakt', 'stellen': 'stellen', 'uitbrengen': 'uitgebracht', 'voorstellen': 'voorstellen', 'indienen': 'ingediend', 'bepalen': 'bepalen', 'overleggen': 'overgelegd'}"
82,/Hoofdstuk5/Paragraaf1/Artikel81,De vaststelling van wetten geschiedt door de regering en de Staten-Generaal gezamenlijk.,1.0:c:BWBR0001840&artikel=81&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=5&paragraaf=1&artikel=81&z=2018-12-21&g=2018-12-21,21-12-2018,"[['NP', ('De', 'DT'), ('vaststelling', 'NN')], ['PP', ('van', 'IN')], ['NP', ('wetten', 'NNS')], ['VP', ('geschiedt', 'VBZ')], ['PP', ('door', 'IN')], ['NP', ('de', 'DT'), ('regering', 'NN')], ['NP', ('de', 'DT'), ('Staten-Generaal', 'NNP')], ['ADJP', ('gezamenlijk', 'JJ')]]",{'geschieden': 'geschiedt'}
83,/Hoofdstuk5/Paragraaf1/Artikel82," $ Lid1 :  $  Voorstellen van wet kunnen worden ingediend door of vanwege de Koning en door de Tweede Kamer der Staten-Generaal.  $ Lid2 :  $  Voorstellen van wet waarvoor behandeling door de Staten-Generaal in verenigde vergadering is voorgeschreven, kunnen worden ingediend door of vanwege de Koning en, voor zover de betreffende artikelen van  dit toelaten, door de verenigde vergadering.hoofdstuk 2 Voorstellen van wet waarvoor behandeling door de Staten-Generaal in verenigde vergadering is voorgeschreven, kunnen worden ingediend door of vanwege de Koning en, voor zover de betreffende artikelen van  dit toelaten, door de verenigde vergadering.  $ Lid3 :  $  Voorstellen van wet, in te dienen door de Tweede Kamer onderscheidenlijk de verenigde vergadering, worden bij haar door een of meer leden aanhangig gemaakt.",1.0:c:BWBR0001840&artikel=82&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=5&paragraaf=1&artikel=82&z=2018-12-21&g=2018-12-21,21-12-2018,"[['NP', ('$', 'CD'), ('Lid1', 'NNP')], ['NP', ('$', 'CD'), ('Voorstellen', 'NNP')], ['PP', ('van', 'IN')], ['NP', ('wet', 'NN')], ['VP', ('kunnen', 'MD'), ('worden', 'MD'), ('ingediend', 'VBN')], ['PP', ('door', 'IN')], ['PP', ('vanwege', 'IN')], ['NP', ('de', 'DT'), ('Koning', 'NNP')], ['PP', ('door', 'IN')], ['NP', ('de', 'DT'), ('Tweede', 'NNP'), ('Kamer', 'NNP'), ('der', 'NNP'), ('Staten-Generaal', 'NNP')], ['NP', ('$', 'CD'), ('Lid2', 'NNP')], ['NP', ('$', 'CD'), ('Voorstellen', 'NNP')], ['PP', ('van', 'IN')], ['NP', ('wet', 'NN'), ('waarvoor', 'RB'), ('behandeling', 'NN')], ['PP', ('door', 'IN')], ['NP', ('de', 'DT'), ('Staten-Generaal', 'NNP')], ['PP', ('in', 'IN')], ['VP', ('verenigde', 'VBN')], ['NP', ('vergadering', 'NN')], ['VP', ('is', 'MD')], ['ADVP', ('voorgeschreven', 'RB')], ['VP', ('kunnen', 'MD'), ('worden', 'MD'), ('ingediend', 'VBN')], ['PP', ('door', 'IN')], ['PP', ('vanwege', 'IN')], ['NP', ('de', 'DT'), ('Koning', 'NNP')], ['PP', ('voor', 'IN')], ['ADVP', ('zover', 'RB')], ['VP', ('betreffende', 'VBG')], ['NP', ('artikelen', 'NNS')], ['VP', ('van', 'VB')], ['NP', ('dit', 'PRP'), ('toelaten', 'NNS')], ['PP', ('door', 'IN')], ['VP', ('verenigde', 'VBN')], ['NP', ('vergadering.hoofdstuk', 'NNP'), ('2', 'CD'), ('Voorstellen', 'NNP')], ['PP', ('van', 'IN')], ['NP', ('wet', 'NN'), ('waarvoor', 'RB'), ('behandeling', 'NN')], ['PP', ('door', 'IN')], ['NP', ('de', 'DT'), ('Staten-Generaal', 'NNP')], ['PP', ('in', 'IN')], ['VP', ('verenigde', 'VBN')], ['NP', ('vergadering', 'NN')], ['VP', ('is', 'MD')], ['ADVP', ('voorgeschreven', 'RB')], ['VP', ('kunnen', 'MD'), ('worden', 'MD'), ('ingediend', 'VBN')], ['PP', ('door', 'IN')], ['PP', ('vanwege', 'IN')], ['NP', ('de', 'DT'), ('Koning', 'NNP')], ['PP', ('voor', 'IN')], ['ADVP', ('zover', 'RB')], ['VP', ('betreffende', 'VBG')], ['NP', ('artikelen', 'NNS')], ['VP', ('van', 'VB')], ['NP', ('dit', 'PRP'), ('toelaten', 'NNS')], ['PP', ('door', 'IN')], ['VP', ('verenigde', 'VBN')], ['NP', ('vergadering', 'NN')], ['NP', ('$', 'CD'), ('Lid3', 'NNP')], ['NP', ('$', 'CD'), ('Voorstellen', 'NNP')], ['PP', ('van', 'IN')], ['NP', ('wet', 'NN')], ['VP', ('dienen', 'MD')], ['PP', ('door', 'IN')], ['NP', ('de', 'DT'), ('Tweede', 'NNP'), ('Kamer', 'NNP')], ['ADJP', ('onderscheidenlijk', 'JJ')], ['VP', ('verenigde', 'VBN')], ['NP', ('vergadering', 'NN')], ['VP', ('worden', 'MD')], ['PP', ('bij', 'IN')], ['NP', ('haar', 'PRP')], ['PP', ('door', 'IN')], ['NP', ('een', 'DT'), ('of', 'CC'), ('meer', 'CD'), ('leden', 'NNS')], ['ADJP', ('aanhangig', 'JJ')], ['VP', ('gemaakt', 'VBN')]]","{'indienen': 'ingediend', 'verenigen': 'verenigde', 'betreffennen': 'betreffende', 'vannen': 'van', 'maken': 'gemaakt'}"
84,/Hoofdstuk5/Paragraaf1/Artikel83,"Voorstellen van wet, ingediend door of vanwege de Koning, worden gezonden aan de Tweede Kamer of, indien daarvoor behandeling door de Staten-Generaal in verenigde vergadering is voorgeschreven, aan deze vergadering.",1.0:c:BWBR0001840&artikel=83&g=2018-12-21,jci1.3:c:BWBR0001840&hoofdstuk=5&paragraaf=1&artikel=83&z=2018-12-21&g=2018-12-21,21-12-2018,"[['VP', ('Voorstellen', 'VBP')], ['PP', ('van', 'IN')], ['NP', ('wet', 'NN')], ['VP', ('ingediend', 'VBN')], ['PP', ('door', 'IN')], ['PP', ('vanwege', 'IN')], ['NP', ('de', 'DT'), ('Koning', 'NN')], ['VP', ('worden', 'MD'), ('gezonden', 'VBN')], ['PP', ('aan', 'IN')], ['NP', ('de', 'DT'), ('Tweede', 'NNP'), ('Kamer', 'NNP')], ['ADVP', ('daarvoor', 'RB')], ['NP', ('behandeling', 'NN')], ['PP', ('door', 'IN')], ['NP', ('de', 'DT'), ('Staten-Generaal', 'NNP')], ['PP', ('in', 'IN')], ['VP', ('verenigde', 'VBN')], ['NP', ('vergadering', 'NN')], ['VP', ('is', 'MD')], ['ADVP', ('voorgeschreven', 'RB')], ['VP', ('aan', 'VB')], ['NP', ('deze', 'PRP'), ('vergadering', 'NN')]]","{'voorstellen': 'Voorstellen', 'indienen': 'ingediend', 'zenden': 'gezonden', 'verenigen': 'verenigde', 'anen': 'aan'}"
